Φ_1,Φ_2,Φ_3,Φ_4,Φ_6,Φ_5,Φ_7,Φ_8,Φ_11,Φ_12,Φ_13,Φ_14,Φ_15,Φ_16,Φ_17,Φ_18,Φ_19,Φ_20,Φ_21,Φ_22,Φ_23,Φ_24,Φ_31,Φ_32,Φ_33,Φ_34,Φ_35,Φ_41,Φ_51,Φ_52,Φ_53,Φ_54,Φ_56
0.055672533868434494,0.9443274661315655,1.0,0.989670767888708,1.0,0.0,1.0,1.0,0.034072411327661825,0.49088596486612046,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.002163983244000003,0.002163983244000003,0.03212400000000008,0.5911936000000004,0.19004640000000028,0.5080735134116005,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.05446606985462256,0.9455339301453775,1.0,0.9896732372568533,1.0,0.0,1.0,1.0,0.03269592747460912,0.4818543948335521,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.002132690206000001,0.002132690206000001,0.03132600000000002,0.5860864000000001,0.18717360000000008,0.5032349593934001,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.05326414141981009,0.9467358585801899,1.0,0.9896756973416596,1.0,0.0,1.0,1.0,0.03132461837288386,0.47285677807178395,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0021015148110000025,0.0021015148110000025,0.03053100000000006,0.5809984000000004,0.18431160000000021,0.49841459542790034,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.052062212984997344,0.9479377870150026,1.0,0.9896781574264659,1.0,0.0,1.0,1.0,0.030028723505839985,0.46382784819040923,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0020708933759999975,0.0020708933759999975,0.029735999999999936,0.5759103999999996,0.18144959999999977,0.49359423146239956,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.050855748971185666,0.9491442510288144,1.0,0.9896806267946112,1.0,0.0,1.0,1.0,0.028880196316711668,0.45470162713721995,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0020412748080000016,0.0020412748080000016,0.028938000000000047,0.5708032000000003,0.17857680000000015,0.48875567744420023,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.049653820536372933,0.9503461794636271,1.0,0.9896830868794175,1.0,0.0,1.0,1.0,0.027735986898970708,0.44560971518573156,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.002011767587999997,0.002011767587999997,0.028142999999999915,0.5657151999999994,0.17571479999999967,0.48393531347869945,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.048451892101560444,0.9515481078984396,1.0,0.9896855469642238,1.0,0.0,1.0,1.0,0.026591777481229994,0.4365178032342451,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0019822603679999985,0.0019822603679999985,0.027347999999999956,0.5606271999999997,0.17285279999999983,0.4791149495131997,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.04724996366674796,0.9527500363332521,1.0,0.9896880070490301,1.0,0.0,1.0,1.0,0.025528068649380804,0.4274470196567897,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.001953641039,0.001953641039,0.026553,0.5555392,0.1699908,0.4742945855477,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.046043499652936026,0.953956500347064,1.0,0.9896904764171754,1.0,0.0,1.0,1.0,0.024523253915602228,0.4183585177142847,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.001925607564999998,0.001925607564999998,0.025754999999999938,0.5504319999999996,0.16711799999999977,0.4694560315294996,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.04484157121812355,0.9551584287818764,1.0,0.9896929365019816,1.0,0.0,1.0,1.0,0.02352221668082295,0.4093041830723165,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0018976794799999994,0.0018976794799999994,0.024959999999999982,0.5453439999999999,0.16425599999999993,0.4646356675639999,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.04363964278331107,0.9563603572166889,1.0,0.9896953965867881,1.0,0.0,1.0,1.0,0.02252117944604367,0.40024984843034833,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0018697513950000008,0.0018697513950000008,0.024165000000000023,0.5402560000000001,0.16139400000000007,0.4598153035985001,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.04243317876949913,0.9575668212305009,1.0,0.9896978659549331,1.0,0.0,1.0,1.0,0.021629784266493354,0.3912876467498625,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0018429077499999987,0.0018429077499999987,0.023366999999999964,0.5351487999999998,0.15852119999999986,0.45497674958029977,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.04123125033468665,0.9587687496653133,1.0,0.9897003260397396,1.0,0.0,1.0,1.0,0.02077119339128984,0.3823919356597193,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0018164740000000002,0.0018164740000000002,0.022572000000000002,0.5300608,0.1556592,0.4501563856148,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.04002932189987417,0.9599706781001258,1.0,0.9897027861245458,1.0,0.0,1.0,1.0,0.019912602516086324,0.3734962245695761,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0017900402500000015,0.0017900402500000015,0.021777000000000046,0.5249728000000004,0.15279720000000016,0.44533602164930025,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.03882739346506168,0.9611726065349383,1.0,0.9897025223484008,1.0,0.0,1.0,1.0,0.0190572365158582,0.3646065296085185,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0017636385340000027,0.0017636385340000027,0.020984400000000073,0.5198848000000006,0.14994960000000024,0.4405293897992004,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.03762092945124975,0.9623790705487503,1.0,0.9895842338810361,1.0,0.0,1.0,1.0,0.018338375132330897,0.35594396485340896,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.001738525208000001,0.001738525208000001,0.020292800000000024,0.5147776000000002,0.14771520000000007,0.43629962623040014,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.036419001016437275,0.9635809989835628,1.0,0.9894663901071576,1.0,0.0,1.0,1.0,0.01762221623520792,0.34731396613121446,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0017135062930000024,0.0017135062930000024,0.01960380000000006,0.5096896000000004,0.1454892000000002,0.4320857640284003,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.03521707258162452,0.9647829274183755,1.0,0.989348546333279,1.0,0.0,1.0,1.0,0.016906057338084788,0.338683967409018,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0016884873779999983,0.0016884873779999983,0.018914799999999947,0.5046015999999995,0.1432631999999998,0.42787190182639967,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.034015144146812046,0.9659848558531879,1.0,0.9892307025594006,1.0,0.0,1.0,1.0,0.016225144092391862,0.33014432794897897,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0016638069469999993,0.0016638069469999993,0.018225799999999983,0.49951359999999984,0.14103719999999992,0.42365803962439985,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.03281321571199955,0.9671867842880004,1.0,0.9891128587855221,1.0,0.0,1.0,1.0,0.0156483896374922,0.321871720338295,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0016401268120000007,0.0016401268120000007,0.01753680000000002,0.49442560000000013,0.13881120000000005,0.4194441774224001,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.03160675169818763,0.9683932483018124,1.0,0.9889945703181574,1.0,0.0,1.0,1.0,0.015069458750687185,0.31356789534039975,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0016163573179999989,0.0016163573179999989,0.016845199999999966,0.4893183999999997,0.1365767999999999,0.4152144138535998,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.030404823263375146,0.9695951767366249,1.0,0.9888767265442789,1.0,0.0,1.0,1.0,0.014492704295787523,0.3052952877297157,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.001592677183,0.001592677183,0.016156200000000003,0.4842304,0.1343508,0.4110005516516,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.029202894828562656,0.9707971051714374,1.0,0.9887588827704006,1.0,0.0,1.0,1.0,0.01397914681000929,0.29723166138854856,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0015696092720000013,0.0015696092720000013,0.015467200000000039,0.4791424000000003,0.1321248000000001,0.4067866894496002,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.028000966393750173,0.9719990336062498,1.0,0.988641038996522,1.0,0.0,1.0,1.0,0.013533229830243847,0.2893917103124112,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0015471966320000025,0.0015471966320000025,0.014778200000000071,0.47405440000000054,0.12989880000000023,0.40257282724760046,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.026799037958937434,0.9732009620410625,1.0,0.9885231952226436,1.0,0.0,1.0,1.0,0.01308731285047831,0.2815517592362722,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0015247839919999987,0.0015247839919999987,0.014089199999999961,0.46896639999999973,0.12767279999999986,0.39835896504559976,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.025592573945125756,0.9744074260548743,1.0,0.9884049067552788,1.0,0.0,1.0,1.0,0.012639713165128885,0.2736822234390935,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.001502286776000002,0.001502286776000002,0.013397600000000058,0.4638592000000004,0.12543840000000017,0.39412920147680036,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.02439064551031302,0.975609354489687,1.0,0.9882870629814002,1.0,0.0,1.0,1.0,0.012274713531390171,0.26619234237604206,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0014807293609999982,0.0014807293609999982,0.012708599999999945,0.4587711999999996,0.1232123999999998,0.3899153392747996,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.02318871707550054,0.9768112829244995,1.0,0.9881692192075219,1.0,0.0,1.0,1.0,0.01194225208970465,0.25884323020714395,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0014595158459999994,0.0014595158459999994,0.012019599999999981,0.45368319999999984,0.12098639999999994,0.38570147707279984,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.021986788640688048,0.978013211359312,1.0,0.9880513754336435,1.0,0.0,1.0,1.0,0.01160979064801913,0.2514941180382458,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0014383023310000004,0.0014383023310000004,0.011330600000000017,0.4485952000000001,0.11876040000000004,0.3814876148708001,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.020784860205875565,0.9792151397941244,1.0,0.9879335316597649,1.0,0.0,1.0,1.0,0.011277329206333609,0.24414500586934768,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0014170888160000015,0.0014170888160000015,0.010641600000000051,0.4435072000000004,0.11653440000000016,0.37727375266880026,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.01958293177106282,0.9804170682289371,1.0,0.9878156878858866,1.0,0.0,1.0,1.0,0.011025868108323691,0.2372960459296028,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0013969420169999982,0.0013969420169999982,0.009952599999999938,0.4384191999999995,0.1143083999999998,0.3730598904667996,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.018381003336250337,0.9816189966637496,1.0,0.987697844112008,1.0,0.0,1.0,1.0,0.010779611851674517,0.23047922428570872,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.001376863761999999,0.001376863761999999,0.009263599999999974,0.4333311999999998,0.11208239999999992,0.36884602826479984,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.017179074901437854,0.9828209250985621,1.0,0.9875800003381295,1.0,0.0,1.0,1.0,0.010533355595025346,0.2236624026418146,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0013567855070000003,0.0013567855070000003,0.008574600000000009,0.42824320000000005,0.10985640000000003,0.3646321660628,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.015977146466625375,0.9840228535333746,1.0,0.9874475630220146,1.0,0.0,1.0,1.0,0.010295017692636367,0.21693816581961325,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0013368856720000011,0.0013368856720000011,0.007929600000000028,0.4231904000000003,0.10768320000000012,0.3604183038608002,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.014775218031812625,0.9852247819681874,1.0,0.9872418263233032,1.0,0.0,1.0,1.0,0.010096451524145157,0.21067895730636715,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0013178819919999981,0.0013178819919999981,0.007505599999999959,0.41831439999999953,0.1057751999999998,0.35620444165879955,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.01356875401800095,0.986431245981999,1.0,0.9870353132596907,1.0,0.0,1.0,1.0,0.009897136049357817,0.20439612913835603,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0012988066000000006,0.0012988066000000006,0.007080000000000018,0.41342000000000023,0.10386000000000006,0.35197467809000016,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.012366825583188475,0.9876331744168115,1.0,0.9868295765609791,1.0,0.0,1.0,1.0,0.009698569880866651,0.1981369206251113,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0012798029200000016,0.0012798029200000016,0.0066560000000000395,0.4085440000000004,0.10195200000000017,0.34776081588800034,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.01116489714837573,0.9888351028516242,1.0,0.9866238398622675,1.0,0.0,1.0,1.0,0.009499620615923509,0.19210287954687605,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0012612022299999988,0.0012612022299999988,0.006231999999999971,0.40366799999999964,0.10004399999999987,0.3435469536859997,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.00996296871356324,0.9900370312864367,1.0,0.9864181031635559,1.0,0.0,1.0,1.0,0.009300087584958414,0.1864119507505633,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0012432156199999997,0.0012432156199999997,0.005807999999999993,0.3987919999999999,0.09813599999999996,0.3393330914839999,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.008761040278750763,0.9912389597212492,1.0,0.9862123664648443,1.0,0.0,1.0,1.0,0.00910055455399332,0.18072102195425055,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0012252290100000006,0.0012252290100000006,0.005384000000000015,0.39391600000000015,0.09622800000000006,0.3351192292820001,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.007559111843938274,0.9924408881560617,1.0,0.9860066297661327,1.0,0.0,1.0,1.0,0.008901021523028225,0.17503009315793783,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0012072424000000015,0.0012072424000000015,0.004960000000000036,0.38904000000000044,0.09432000000000015,0.33090536708000035,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.0063571834091255275,0.9936428165908745,1.0,0.9858008930674212,1.0,0.0,1.0,1.0,0.008664979366313897,0.16969139191616187,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0011898550699999985,0.0011898550699999985,0.004535999999999968,0.3841639999999997,0.09241199999999986,0.3266915048779997,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.005155254974313054,0.994844745025687,1.0,0.9855951563687096,1.0,0.0,1.0,1.0,0.008406810466721325,0.16456616191956158,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0011728309399999994,0.0011728309399999994,0.00411199999999999,0.3792879999999999,0.09050399999999996,0.3224776426759999,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.003953326539500564,0.9960466734604995,1.0,0.9853894196699982,1.0,0.0,1.0,1.0,0.008148641567128754,0.1594409319229613,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0011558068100000003,0.0011558068100000003,0.003688000000000011,0.37441200000000013,0.08859600000000005,0.31826378047400006,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.002751398104688073,0.997248601895312,1.0,0.9851836829712866,1.0,0.0,1.0,1.0,0.007890472667536182,0.15431570192636102,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0011387826800000013,0.0011387826800000013,0.0032640000000000334,0.3695360000000004,0.08668800000000014,0.31404991827200035,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.0015494696698753405,0.9984505303301247,1.0,0.984977946272575,1.0,0.0,1.0,1.0,0.007528204099710706,0.14965876241962886,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0011225318749999986,0.0011225318749999986,0.0028399999999999636,0.3646599999999996,0.08477999999999983,0.30983605606999964,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.00034754123506285095,0.9996524587649371,1.0,0.9847722095738634,1.0,0.0,1.0,1.0,0.007147428924199463,0.14508507455554115,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0011064185499999994,0.0011064185499999994,0.0024159999999999854,0.3597839999999999,0.08287199999999992,0.3056221938679999,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.9845664728751518,1.0,0.0,1.0,1.0,0.006766653748688222,0.14051138669145344,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0010903052250000001,0.0010903052250000001,0.0019920000000000072,0.3549080000000001,0.08096400000000004,0.30140833166600006,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.9843607361764402,1.0,0.0,1.0,1.0,0.006371603525639606,0.13597754549636507,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.001074257000000001,0.001074257000000001,0.001568000000000029,0.35003200000000034,0.07905600000000013,0.2971944694640003,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.9841549994777286,1.0,0.0,1.0,1.0,0.005801683970257878,0.13193182599651823,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0010590062499999985,0.0010590062499999985,0.0011439999999999602,0.3451559999999996,0.07714799999999981,0.2929806072619996,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.983949262779017,1.0,0.0,1.0,1.0,0.005231764414876272,0.1278861064966723,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0010437554999999992,0.0010437554999999992,0.000719999999999982,0.3402799999999998,0.07523999999999992,0.28876674505999983,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.9837435260803054,1.0,0.0,1.0,1.0,0.004661844859494666,0.12384038699682637,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.00102850475,0.00102850475,0.00029600000000000383,0.33540400000000004,0.07333200000000002,0.284552882858,0.158,1.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.9836044177061125,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0010135547909999995,0.0010135547909999995,0.0,0.3307517999999999,0.07149439999999994,0.28071719408449985,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.983619576821309,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0009991199760000001,0.0009991199760000001,0.0,0.3265648000000001,0.06979840000000002,0.27771854829200004,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9836347359365054,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.000984685161000001,0.000984685161000001,0.0,0.32237780000000027,0.06810240000000012,0.27471990249950023,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9836498950517019,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0009702503459999987,0.0009702503459999987,0.0,0.31819079999999966,0.06640639999999984,0.2717212567069997,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9836650541668983,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0009562208549999995,0.0009562208549999995,0.0,0.31400379999999983,0.06471039999999993,0.2687226109144999,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9836802132820948,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0009425587800000002,0.0009425587800000002,0.0,0.30981680000000006,0.06301440000000003,0.265723965122,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9836953723972911,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0009288967050000009,0.0009288967050000009,0.0,0.3056298000000003,0.061318400000000106,0.26272531932950016,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9837105315124877,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0009152346299999987,0.0009152346299999987,0.0,0.3014427999999996,0.05962239999999983,0.2597266735369997,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9837256906276841,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0009021213969999994,0.0009021213969999994,0.0,0.29725579999999985,0.05792639999999993,0.2567280277444999,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9837407925386721,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.000889238988999999,0.000889238988999999,0.0,0.29308459999999964,0.05623679999999986,0.25374069759649975,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9837559516538685,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0008763077839999995,0.0008763077839999995,0.0,0.28889759999999987,0.054540799999999945,0.2507420518039999,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9837711107690651,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0008633765790000002,0.0008633765790000002,0.0,0.28471060000000004,0.052844800000000025,0.24774340601150005,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9837862698842615,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0008511192700000008,0.0008511192700000008,0.0,0.2805236000000003,0.05114880000000012,0.2447447602190002,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9838014289994578,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0008388802449999989,0.0008388802449999989,0.0,0.2763365999999996,0.04945279999999984,0.24174611442649968,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9838165881146542,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0008266412199999996,0.0008266412199999996,0.0,0.2721495999999999,0.04775679999999993,0.23874746863399987,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9838316900256425,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0008145769239999991,0.0008145769239999991,0.0,0.2679783999999997,0.046067199999999864,0.23576013848599975,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9838468491408389,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0008029929789999998,0.0008029929789999998,0.0,0.2637913999999999,0.04437119999999995,0.2327614926934999,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9838620082560353,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0007914090340000004,0.0007914090340000004,0.0,0.2596044000000001,0.04267520000000004,0.22976284690100007,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9838771673712318,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0007798250890000009,0.0007798250890000009,0.0,0.25541740000000035,0.04097920000000013,0.2267642011085002,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.98389226928222,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0007685443750000005,0.0007685443750000005,0.0,0.2516236000000001,0.03960040000000004,0.22377687096050008,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9839074283974163,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.000757580000000001,0.000757580000000001,0.0,0.2483376000000003,0.03864640000000009,0.22077822516800027,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9839225875126129,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0007466156249999992,0.0007466156249999992,0.0,0.24505159999999976,0.03769239999999993,0.21777957937549977,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9839377466278092,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0007356512499999997,0.0007356512499999997,0.0,0.24176559999999994,0.036738399999999984,0.21478093358299993,0.158,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.9839528485387974,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.1,0.0,0.00195,0.00195,1.0,0.0,0.16,0.0007251047999999993,0.0007251047999999993,0.0,0.23849199999999982,0.035787999999999945,0.2117936034349998,0.158,1.0,1.0,0.0,0.0,0.0,0.0
