download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_Au(1997)_298K_6.2-177nm(e,e).txt",NaN,177.0,Au(1997),"Measured by dipole (e,e) spectroscopy; energies E (in eV) and differential oscillator stengths df/dE (in 10",6.2,trifluorochloromethane (CFC-13), https://doi.org/10.1016/S0301-0104(97)00146-8,CF3Cl(CFC-13),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_Au(1997)_298K_6.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_Chou(1978)_296K_185-203nm.txt",NaN,203.0,Chou(1978),The listed absorption cross sections are expressed as cross sections at the midpoint of 500-cm,185.0,trifluorochloromethane (CFC-13), https://doi.org/10.1021/j100490a001,CF3Cl(CFC-13),296.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_Chou(1978)_296K_185-203nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_ColeDexter(1978)_298K_6.5-10nm.txt",NaN,10.0,ColeDexter(1978),Absorption measurements at a spectral resolution of 0.02 nm using vacuum-UV radiation from a synchrotron source,6.5,trifluorochloromethane (CFC-13), https://doi.org/10.1016/0022-4073(78)90063-8,CF3Cl(CFC-13),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_ColeDexter(1978)_298K_6.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_Doucet(1973)_298K_120.1-137.3nm.txt",NaN,137.3,Doucet(1973),Absorption measurements using a hydrogen discharge tube as the light source and a vacuum spectrophotometer under 0.02 nm resolution,120.1,trifluorochloromethane (CFC-13), https://doi.org/10.1063/1.1679584,CF3Cl(CFC-13),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_Doucet(1973)_298K_120.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_Doucet(1973)_298K_135.0-160.1nm.txt",NaN,160.1,Doucet(1973),Absorption measurements using a hydrogen discharge tube as the light source and a vacuum spectrophotometer under 0.02 nm resolution,135.0,trifluorochloromethane (CFC-13), https://doi.org/10.1063/1.1679584,CF3Cl(CFC-13),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_Doucet(1973)_298K_135.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_Eden(2006)_298K_115-180nm.txt",NaN,180.0,Eden(2006),Absorption measurements using synchrotron radiation; spectral resolution 0.07 nm,115.0,trifluorochloromethane (CFC-13), https://doi.org/10.1016/j.chemphys.2005.09.040,CF3Cl(CFC-13),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_Eden(2006)_298K_115-180nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_Gilbert(1974)_298K_58.2-121.8nm.txt",NaN,121.8,Gilbert(1974),Absorption measurements using the helium (Hopfield) continuum for the 65-106-nm region and a hydrogen discharge tube for the 106-120-nm region as light sources and a vacuum spectrophotometer under 0.02 nm resolution,58.2,trifluorochloromethane (CFC-13), https://doi.org/10.1063/1.1680987,CF3Cl(CFC-13),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_Gilbert(1974)_298K_58.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_HubrichStuhl(1980)_208K_160-205nm.txt",NaN,205.0,HubrichStuhl(1980),"The light source consisted of a deuterium lamp, a 0.5 m vacuum UV monochromator was used to select the desired wavelengths, the resolution was typically 0.3 nm",160.0,trifluorochloromethane (CFC-13), https://doi.org/10.1016/0047-2670(80)85031-3,CF3Cl(CFC-13),208.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_HubrichStuhl(1980)_208K_160-205nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_HubrichStuhl(1980)_298K_160-220nm.txt",NaN,220.0,HubrichStuhl(1980),"The light source consisted of a deuterium lamp, a 0.5 m vacuum UV monochromator was used to select the desired wavelengths, the resolution was typically 0.3 nm",160.0,trifluorochloromethane (CFC-13), https://doi.org/10.1016/0047-2670(80)85031-3,CF3Cl(CFC-13),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_HubrichStuhl(1980)_298K_160-220nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)_JPL-2010(2011)_296K_172-220nm(rec).txt",NaN,220.0,JPL-2010(2011),"JPL-2010 recommendation, adopting the earlier recommendations of",172.0,trifluorochloromethane (CFC-13),,CF3Cl(CFC-13),296.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF3Cl(CFC-13)/CF3Cl(CFC-13)_JPL-2010(2011)_296K_172-220nm(rec).csv"
