λ,σ,uncertainty
200,4.47e-18,2.39e-20
205,3.54e-18,2.08e-20
210,2.76e-18,1.86e-20
215,2.26e-18,1.66e-20
220,2.22e-18,1.46e-20
225,2.81e-18,1.3e-20
230,4.08e-18,1.43e-20
235,5.71e-18,1.96e-20
240,7.08e-18,2.58e-20
245,7.58e-18,2.97e-20
250,7.02e-18,3.0e-20
255,5.79e-18,2.86e-20
260,4.48e-18,2.79e-20
265,3.43e-18,2.88e-20
270,2.7e-18,3.1e-20
275,2.17e-18,3.39e-20
280,1.75e-18,3.69e-20
285,1.38e-18,3.96e-20
290,1.09e-18,4.08e-20
295,8.37e-19,4.22e-20
300,6.5e-19,4.32e-20
305,5.06e-19,4.42e-20
310,3.92e-19,4.49e-20
315,3.05e-19,4.51e-20
320,2.38e-19,4.44e-20
325,1.84e-19,4.34e-20
330,1.48e-19,4.22e-20
335,1.25e-19,4.06e-20
340,9.98e-20,3.85e-20
345,9.12e-20,3.65e-20
