download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_Scharping(1987)_298K_170.5-293.3nm.txt",NaN,293.3,Scharping(1987),Absorption measurements at a resolution of 50 cm,170.5,"1,2,4-trichlorobenzene", https://doi.org/10.1016/0022-2852(87)90286-4,"1,2,4-C6H3Cl3",298.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_Scharping(1987)_298K_170.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_373-873K_248nm(meas).txt",873.0,NaN,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,248.0,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",373.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_373-873K_248nm(meas).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_373K_205-241nm.txt",NaN,241.0,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,205.0,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",373.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_373K_205-241nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_373K_240-318nm.txt",NaN,318.0,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,240.0,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",373.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_373K_240-318nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_373K_276.9,285.6nm(max).txt",NaN,285.6,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,276.9,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",373.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_373K_276.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_403-1273K_248nm(linear%20fit).txt",1273.0,NaN,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,248.0,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",403.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_403-1273K_248nm(linear fit).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_573K_205-246nm.txt",NaN,246.0,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,205.0,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",573.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_573K_205-246nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_573K_243-314nm.txt",NaN,314.0,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,243.0,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",573.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_573K_243-314nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_573K_278.7,286.4nm(max).txt",NaN,286.4,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,278.7,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",573.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_573K_278.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Halogenated%20benzenes/1,2,4-C6H3Cl3_ThonyRossi(1997)_723K_205-250nm.txt",NaN,250.0,ThonyRossi(1997),Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,205.0,"1,2,4-trichlorobenzene", https://doi.org/10.1016/S1010-6030(96)04575-3,"1,2,4-C6H3Cl3",723.0,"data/cross-sections/Aromatic compounds/Halogenated benzenes/1,2,4-C6H3Cl3/1,2,4-C6H3Cl3_ThonyRossi(1997)_723K_205-250nm.csv"
