download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Chou(1978)_296K_185-223nm.txt",NaN,223.0,Chou(1978),The listed absorption cross sections are expressed as cross sections at the midpoint of 500-cm,185.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)", https://doi.org/10.1021/j100490a001,CF2ClCFCl2(CFC-113),296.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Chou(1978)_296K_185-223nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Doucet(1975)_298K_113.4-198.2nm.txt",NaN,198.2,Doucet(1975),Absorption measurements using a hydrogen discharge tube as the light source and a vacuum spectrophotometer under 0.02 nm resolution,113.4,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)", https://doi.org/10.1063/1.430493,CF2ClCFCl2(CFC-113),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Doucet(1975)_298K_113.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_HubrichStuhl(1980)_208K_160-210nm.txt",NaN,210.0,HubrichStuhl(1980),"The light source consisted of a deuterium lamp, a 0.5 m vacuum UV monochromator was used to select the desired wavelengths, the resolution was typically 0.3 nm",160.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)", https://doi.org/10.1016/0047-2670(80)85031-3,CF2ClCFCl2(CFC-113),208.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_HubrichStuhl(1980)_208K_160-210nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_HubrichStuhl(1980)_298K_160-250nm.txt",NaN,250.0,HubrichStuhl(1980),"The light source consisted of a deuterium lamp, a 0.5 m vacuum UV monochromator was used to select the desired wavelengths, the resolution was typically 0.3 nm",160.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)", https://doi.org/10.1016/0047-2670(80)85031-3,CF2ClCFCl2(CFC-113),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_HubrichStuhl(1980)_298K_160-250nm.csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_IUPAC(2008)_210K_196-230nm(rec).txt",NaN,230.0,IUPAC(2008),IUPAC(2008) recommendation:,196.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)", https://doi.org/10.5194/acp-8-4141-2008,CF2ClCFCl2(CFC-113),210.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_IUPAC(2008)_210K_196-230nm(rec).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_IUPAC(2008)_295K_184-230nm(rec).txt",NaN,230.0,IUPAC(2008),IUPAC(2008) recommendation:,184.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)", https://doi.org/10.5194/acp-8-4141-2008,CF2ClCFCl2(CFC-113),295.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_IUPAC(2008)_295K_184-230nm(rec).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_JPL-2010(2011)_298K_175-250nm(rec).txt",NaN,250.0,JPL-2010(2011),"JPL-2010 recommendation, adopting the earlier recommendations of",175.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),298.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_JPL-2010(2011)_298K_175-250nm(rec).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_JPL-97(1997)_210K_184-230nm(rec).txt",NaN,230.0,JPL-97(1997),JPL-97 recommendation:,184.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),210.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_JPL-97(1997)_210K_184-230nm(rec).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_JPL-97(1997)_295K_184-230nm(rec).txt",NaN,230.0,JPL-97(1997),JPL-97 recommendation:,184.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),295.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_JPL-97(1997)_295K_184-230nm(rec).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Simon(1988)_210K_184-230nm(2nm).txt",NaN,230.0,Simon(1988),Absorption measurements at 210 to 295 K using a single-beam equipment with a maximum resolution of 0.015 nm,184.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),210.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Simon(1988)_210K_184-230nm(2nm).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Simon(1988)_210K_185-230nm(int-c).txt",NaN,230.0,Simon(1988),Absorption measurements at 210 to 295 K using a single-beam equipment with a maximum resolution of 0.015 nm,185.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),210.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Simon(1988)_210K_185-230nm(int-c).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Simon(1988)_230K_184-230nm(2nm).txt",NaN,230.0,Simon(1988),Absorption measurements at 210 to 295 K using a single-beam equipment with a maximum resolution of 0.015 nm,184.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),230.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Simon(1988)_230K_184-230nm(2nm).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Simon(1988)_230K_185-230nm(int-c).txt",NaN,230.0,Simon(1988),Absorption measurements at 210 to 295 K using a single-beam equipment with a maximum resolution of 0.015 nm,185.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),230.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Simon(1988)_230K_185-230nm(int-c).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Simon(1988)_250K_184-230nm(2nm).txt",NaN,230.0,Simon(1988),Absorption measurements at 210 to 295 K using a single-beam equipment with a maximum resolution of 0.015 nm,184.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),250.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Simon(1988)_250K_184-230nm(2nm).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Simon(1988)_250K_185-230nm(int-c).txt",NaN,230.0,Simon(1988),Absorption measurements at 210 to 295 K using a single-beam equipment with a maximum resolution of 0.015 nm,185.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),250.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Simon(1988)_250K_185-230nm(int-c).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Simon(1988)_270K_184-230nm(2nm).txt",NaN,230.0,Simon(1988),Absorption measurements at 210 to 295 K using a single-beam equipment with a maximum resolution of 0.015 nm,184.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),270.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Simon(1988)_270K_184-230nm(2nm).csv"
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)_Simon(1988)_270K_185-230nm(int-c).txt",NaN,230.0,Simon(1988),Absorption measurements at 210 to 295 K using a single-beam equipment with a maximum resolution of 0.015 nm,185.0,"1,1,2-trifluoro-1,2,2-trichloroethane (CFC-113)",,CF2ClCFCl2(CFC-113),270.0,"data/cross-sections/Halogeno-alkanes+radicals/Freons-CFC(C,F,Cl)/CF2ClCFCl2(CFC-113)/CF2ClCFCl2(CFC-113)_Simon(1988)_270K_185-230nm(int-c).csv"
