download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_Burton(1994)_298K_3.1-6.4nm(e,e).txt",NaN,6.4,Burton(1994),"Measured by dipole (e,e) spectroscopy; energies E (in eV) and differential oscillator strengths df/dE (in 10",3.1,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1016/0301-0104(94)85022-4,CCl4,298.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_Burton(1994)_298K_3.csv
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_Burton(1994)_298K_6.4-225nm(e,e).txt",NaN,225.0,Burton(1994),"Measured by dipole (e,e) spectroscopy; energies E (in eV) and differential oscillator strengths df/dE (in 10",6.4,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1016/0301-0104(94)85022-4,CCl4,298.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_Burton(1994)_298K_6.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_CausleyRussell(1977)_298K_110-194nm.txt,NaN,194.0,CausleyRussell(1977),Absorption measurements using a VUV photospectrometer and a hydrogen discharge lamp as a radiation source,110.0,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1016/0368-2048(77)80015-7,CCl4,298.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_CausleyRussell(1977)_298K_110-194nm.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_CausleyRussell(1977)_298K_112.42-176.09nm(max).txt,NaN,176.09,CausleyRussell(1977),Absorption measurements using a VUV photospectrometer and a hydrogen discharge lamp as a radiation source,112.42,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1016/0368-2048(77)80015-7,CCl4,298.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_CausleyRussell(1977)_298K_112.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_ColeDexter(1978)_298K_6.5-10nm.txt,NaN,10.0,ColeDexter(1978),Absorption measurements at a spectral resolution of 0.02 nm using vacuum-UV radiation from a synchrotron source,6.5,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1016/0022-4073(78)90063-8,CCl4,298.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_ColeDexter(1978)_298K_6.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_Currie(1974)_293-491K_250nm(fit).txt,491.0,NaN,Currie(1974),"Absorption measurements over the temperature range of 296 to 474 K using a spectrometer with expanded scale facilities, giving improved accuracy for low-absorption measurements",250.0,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1002/kin.550060404,CCl4,293.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_Currie(1974)_293-491K_250nm(fit).csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_Currie(1974)_296-474K_250nm(meas).txt,474.0,NaN,Currie(1974),"Absorption measurements over the temperature range of 296 to 474 K using a spectrometer with expanded scale facilities, giving improved accuracy for low-absorption measurements",250.0,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1002/kin.550060404,CCl4,296.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_Currie(1974)_296-474K_250nm(meas).csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_GordusBernstein(1954)_303K_204-250nm.txt,NaN,250.0,GordusBernstein(1954),Extinction coefficients and uncertainties from Tables II and III have been converted to absorption cross sections (conversion factor 3.8235×10,204.0,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1063/1.1740194,CCl4,303.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_GordusBernstein(1954)_303K_204-250nm.csv
"https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_Hanf(2003)_298K_135,193nm.txt",NaN,193.0,Hanf(2003),Absorption cross sections at the laser lines used in the gas-phase photolysis experiments,135.0,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1016/S0009-2614(02)01896-1,CCl4,298.0,"data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_Hanf(2003)_298K_135,193nm.csv"
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4_Ho(1998)_298K_4.9-200nm.txt,NaN,200.0,Ho(1998),Absorption measurements using a double-ion chamber and synchrotron radiation; spectral resolution ∼ 0.005 nm,4.9,"carbon tetrachloride, tetrachloromethane", https://doi.org/10.1016/S0301-0104(97)00259-0,CCl4,298.0,data/cross-sections/Halogeno-alkanes+radicals/Chloroalkanes/CCl4/CCl4_Ho(1998)_298K_4.csv
