T,author_year,download_url,comments,formula,name,citation,fname
295.0,Aboud(1955),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Aboud(1955)_295K_11.20-86.63nm.txt,Absorption coefficients listed in Table I. converted to absorption cross sections; conversion factor 3.72×10,O2,oxygen,"

  A.A. Aboud, J.P. Curtis, R. Mercure, and W.A. Rense, ""Oxygen gas continuous absorption in the extreme ultraviolet"",
  J. Opt. Soc. Am. 45, 767-768 (1955); 


  DOI: ",data/cross-sections/Oxygen/O2/O2_Aboud(1955)_295K_11.csv
300.0,Ackerman(1969),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ackerman(1969)_300K_176-191nm(I).txt,Absorption measurements in the Schumann-Runge region using as a light source more than 30 lines of atomic silicon excited in a microwave discharge tube,O2,oxygen,"

  M. Ackerman, F. Biaume, and M. Nicolet, ""Absorption in the spectral range of the Schumann-Runge bands"",
  Can. J. Chem. 47, 1834-1940 (1969); 


  DOI: ",data/cross-sections/Oxygen/O2/O2_Ackerman(1969)_300K_176-191nm(I).csv
300.0,Ackerman(1969),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ackerman(1969)_300K_176-191nm(II).txt,Absorption measurements in the Schumann-Runge region using as a light source more than 30 lines of atomic silicon excited in a microwave discharge tube,O2,oxygen,"

  M. Ackerman, F. Biaume, and M. Nicolet, ""Absorption in the spectral range of the Schumann-Runge bands"",
  Can. J. Chem. 47, 1834-1940 (1969); 


  DOI: ",data/cross-sections/Oxygen/O2/O2_Ackerman(1969)_300K_176-191nm(II).csv
300.0,Ackerman(1970),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ackerman(1970)_300K_176-201nm.txt,Absorption measurements in the Schumann-Runge region using as a light source the lines of atomic silicon excited in a microwave discharge tube; spectral resolution 0.5 cm,O2,oxygen,"

  M. Ackerman, F. Biaumé, and B. Kockarts, ""Absorption cross sections of the Schumann-Runge bands of molecular oxygen"",
  Planet. Space Sci. 18, 1639-1651 (1970); 


  DOI: ",data/cross-sections/Oxygen/O2/O2_Ackerman(1970)_300K_176-201nm.csv
298.0,Ackerman(1971),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ackerman(1971)_298K_116.3-243.9nm(int-c).txt,"116.3-239.5nm(int-c), i.e., averaged over the spectral intervals of 500 cm",O2,oxygen,"

  M. Ackerman, ""UV-solar radiation related to mesospheric processes"",
  in: Mesospheric Models and Related Experiments, edited by G. Fiocco (D. Reidel Publishing Company, Dordrecht, 1971), pp. 149-159


",data/cross-sections/Oxygen/O2/O2_Ackerman(1971)_298K_116.csv
298.0,Ackerman(1971),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ackerman(1971)_298K_121.567nm.txt,Absorption cross section at the Lyman-α line,O2,oxygen,"

  M. Ackerman, ""UV-solar radiation related to mesospheric processes"",
  in: Mesospheric Models and Related Experiments, edited by G. Fiocco (D. Reidel Publishing Company, Dordrecht, 1971), pp. 149-159


",data/cross-sections/Oxygen/O2/O2_Ackerman(1971)_298K_121.csv
295.0,Ahmed(1996),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ahmed(1996)_295K_130nm.txt,"Temperature-dependent absorption measurements (at 295, 373, 473, and 573 K) at the aeronomically-important O I-130.4 nm triplet emission lines (FWHM = 0.05 nm)",O2,oxygen,"

  S.M. Ahmed, I. Kanik, and R. Link, ""Temperature-dependent photoabsorption cross section measurements of O",data/cross-sections/Oxygen/O2/O2_Ahmed(1996)_295K_130nm.csv
373.0,Ahmed(1996),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ahmed(1996)_373K_130nm.txt,"Temperature-dependent absorption measurements (at 295, 373, 473, and 573 K) at the aeronomically-important O I-130.4 nm triplet emission lines (FWHM = 0.05 nm)",O2,oxygen,"

  S.M. Ahmed, I. Kanik, and R. Link, ""Temperature-dependent photoabsorption cross section measurements of O",data/cross-sections/Oxygen/O2/O2_Ahmed(1996)_373K_130nm.csv
473.0,Ahmed(1996),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ahmed(1996)_473K_130nm.txt,"Temperature-dependent absorption measurements (at 295, 373, 473, and 573 K) of the at the aeronomically-important O I-130.4 nm triplet emission lines (FWHM = 0.05 nm)",O2,oxygen,"

  S.M. Ahmed, I. Kanik, and R. Link, ""Temperature-dependent photoabsorption cross section measurements of O",data/cross-sections/Oxygen/O2/O2_Ahmed(1996)_473K_130nm.csv
573.0,Ahmed(1996),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Oxygen/O2_Ahmed(1996)_573K_130nm.txt,"Temperature-dependent absorption measurements (at 295, 373, 473, and 573 K) at the aeronomically-important O I-130.4 nm triplet emission lines (FWHM = 0.05 nm)",O2,oxygen,"

  S.M. Ahmed, I. Kanik, and R. Link, ""Temperature-dependent photoabsorption cross section measurements of O",data/cross-sections/Oxygen/O2/O2_Ahmed(1996)_573K_130nm.csv
