T,author_year,download_url,comments,formula,name,citation,fname
313.0,Ferguson(1957),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_Ferguson(1957)_313K_250.06-272.91nm.txt,Absorption measurements using a xenon high-pressure arc as the light source,C16H10,pyrene,"

  J. Ferguson, L.W. Reeves, and W.G. Schneider, ""Vapor absorption spectra and oscillator strehgths of naphtalene, anthracene, and pyrene"",
  Can. J. Chem. 35, 1117-1136 (1957); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_Ferguson(1957)_313K_250.csv
313.0,Ferguson(1957),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_Ferguson(1957)_313K_281.25-326.13nm.txt,Absorption measurements using a xenon high-pressure arc as the light source,C16H10,pyrene,"

  J. Ferguson, L.W. Reeves, and W.G. Schneider, ""Vapor absorption spectra and oscillator strehgths of naphtalene, anthracene, and pyrene"",
  Can. J. Chem. 35, 1117-1136 (1957); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_Ferguson(1957)_313K_281.csv
423.0,ThonyRossi(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_ThonyRossi(1997)_423K_200-355nm.txt,Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,C16H10,pyrene,"

  A. Thöny and M.J. Rossi, ""Gas-phase UV spectroscopy of anthracene, xanthone, pyrene, 1-bromopyrene and 1,2,4-trichlorobenzene at elevated temperatures"",
  J. Photochem. Photobiol. A: Chem. 104, 25-33 (1997); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_ThonyRossi(1997)_423K_200-355nm.csv
423.0,ThonyRossi(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_ThonyRossi(1997)_423K_231.9-322.4nm(max).txt,Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,C16H10,pyrene,"

  A. Thöny and M.J. Rossi, ""Gas-phase UV spectroscopy of anthracene, xanthone, pyrene, 1-bromopyrene and 1,2,4-trichlorobenzene at elevated temperatures"",
  J. Photochem. Photobiol. A: Chem. 104, 25-33 (1997); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_ThonyRossi(1997)_423K_231.csv
573.0,ThonyRossi(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_ThonyRossi(1997)_573K_200-347nm.txt,Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,C16H10,pyrene,"

  A. Thöny and M.J. Rossi, ""Gas-phase UV spectroscopy of anthracene, xanthone, pyrene, 1-bromopyrene and 1,2,4-trichlorobenzene at elevated temperatures"",
  J. Photochem. Photobiol. A: Chem. 104, 25-33 (1997); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_ThonyRossi(1997)_573K_200-347nm.csv
573.0,ThonyRossi(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_ThonyRossi(1997)_573K_232.7-323.6nm(max).txt,Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,C16H10,pyrene,"

  A. Thöny and M.J. Rossi, ""Gas-phase UV spectroscopy of anthracene, xanthone, pyrene, 1-bromopyrene and 1,2,4-trichlorobenzene at elevated temperatures"",
  J. Photochem. Photobiol. A: Chem. 104, 25-33 (1997); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_ThonyRossi(1997)_573K_232.csv
723.0,ThonyRossi(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_ThonyRossi(1997)_723K_200-350nm.txt,Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,C16H10,pyrene,"

  A. Thöny and M.J. Rossi, ""Gas-phase UV spectroscopy of anthracene, xanthone, pyrene, 1-bromopyrene and 1,2,4-trichlorobenzene at elevated temperatures"",
  J. Photochem. Photobiol. A: Chem. 104, 25-33 (1997); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_ThonyRossi(1997)_723K_200-350nm.csv
723.0,ThonyRossi(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_ThonyRossi(1997)_723K_232.9-323.9nm(max).txt,Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,C16H10,pyrene,"

  A. Thöny and M.J. Rossi, ""Gas-phase UV spectroscopy of anthracene, xanthone, pyrene, 1-bromopyrene and 1,2,4-trichlorobenzene at elevated temperatures"",
  J. Photochem. Photobiol. A: Chem. 104, 25-33 (1997); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_ThonyRossi(1997)_723K_232.csv
873.0,ThonyRossi(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_ThonyRossi(1997)_873K_200-354nm.txt,Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,C16H10,pyrene,"

  A. Thöny and M.J. Rossi, ""Gas-phase UV spectroscopy of anthracene, xanthone, pyrene, 1-bromopyrene and 1,2,4-trichlorobenzene at elevated temperatures"",
  J. Photochem. Photobiol. A: Chem. 104, 25-33 (1997); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_ThonyRossi(1997)_873K_200-354nm.csv
873.0,ThonyRossi(1997),https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Aromatic%20compounds/Polycyclic/C16H10_ThonyRossi(1997)_873K_234.3-325.7nm(max).txt,Absorption measurements in the wavelength range 200-400 nm (deuterium lamp) at elevated temperatures and at 1 atm of air in a slowly flowing gas mixture,C16H10,pyrene,"

  A. Thöny and M.J. Rossi, ""Gas-phase UV spectroscopy of anthracene, xanthone, pyrene, 1-bromopyrene and 1,2,4-trichlorobenzene at elevated temperatures"",
  J. Photochem. Photobiol. A: Chem. 104, 25-33 (1997); 


  DOI: ",data/cross-sections/Aromatic compounds/Polycyclic/C16H10/C16H10_ThonyRossi(1997)_873K_234.csv
