download_url,T2,λ2,author_year,comments,λ1,name,doi,formula,T1,fname
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Ackerman(1971)_298K_116.5-735nm(int-c).txt,NaN,735.0,Ackerman(1971),"116.3-730nm(int-c), i.e., averaged over the spectral intervals of 500 cm",116.5,ozone,,O3,298.0,data/cross-sections/Ozone/O3/O3_Ackerman(1971)_298K_116.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Ackerman(1971)_298K_121.567nm.txt,NaN,NaN,Ackerman(1971),Absorption cross section at the Lyman-α line,121.567,ozone,,O3,298.0,data/cross-sections/Ozone/O3/O3_Ackerman(1971)_298K_121.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Amoruso(1990)_230K_590-610nm.txt,NaN,610.0,Amoruso(1990),Averages over intervals of 0.5 nm of the spectrum measured at a resolution of 0.05 nm (standard deviations in % in the third column),590.0,ozone, https://doi.org/10.1029/JD095iD12p20565,O3,230.0,data/cross-sections/Ozone/O3/O3_Amoruso(1990)_230K_590-610nm.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Amoruso(1990)_299K_590-610nm.txt,NaN,610.0,Amoruso(1990),Averages over intervals of 0.5 nm of the spectrum measured at a resolution of 0.05 nm (standard deviations in % in the third column),590.0,ozone, https://doi.org/10.1029/JD095iD12p20565,O3,299.0,data/cross-sections/Ozone/O3/O3_Amoruso(1990)_299K_590-610nm.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Anderson(1993)_294K_755-944nm.txt,NaN,944.0,Anderson(1993),"Near IR radiation from a tungsten-halogen bulb, tandem dual-beam spectrometer, resolution 3.1 nm (FWHM)",755.0,ozone, https://doi.org/10.1029/93GL01765,O3,294.0,data/cross-sections/Ozone/O3/O3_Anderson(1993)_294K_755-944nm.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_AndersonMauersberger(1992)_298K_543-633nm.txt,NaN,633.0,AndersonMauersberger(1992),"Absorption cross sections at five He-Ne laser wavelengths
",543.0,ozone, https://doi.org/10.1029/92GL00780,O3,298.0,data/cross-sections/Ozone/O3/O3_AndersonMauersberger(1992)_298K_543-633nm.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Arnold(1977)_298K_289.36-313.16nm.txt,NaN,313.16,Arnold(1977),Absorption cross sections at five Hg lines,289.36,ozone, https://doi.org/10.1016/0301-0104(77)85227-0,O3,298.0,data/cross-sections/Ozone/O3/O3_Arnold(1977)_298K_289.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Arnold(1977)_298K_295-315nm.txt,NaN,315.0,Arnold(1977),"Frequency doubled dye laser, bandwidth slightly less than 0.04 nm, wavelength setting of the laser emission accurate within 0.1 mn due to calibration of the wavelength scale with eight Hg lines in the region 546-668 nm",295.0,ozone, https://doi.org/10.1016/0301-0104(77)85227-0,O3,298.0,data/cross-sections/Ozone/O3/O3_Arnold(1977)_298K_295-315nm.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Astholz(1982)_300K_210-320nm.txt,NaN,320.0,Astholz(1982),Absorption measurements of ozone behind incident and reflected shock waves,210.0,ozone, https://doi.org/10.1021/j100394a022,O3,300.0,data/cross-sections/Ozone/O3/O3_Astholz(1982)_300K_210-320nm.csv
https://uv-vis-spectral-atlas-mainz.org//uvvis_data/cross_sections/Ozone/O3_Astholz(1982)_500K_220-320nm.txt,NaN,320.0,Astholz(1982),Absorption measurements of ozone behind incident and reflected shock waves,220.0,ozone, https://doi.org/10.1021/j100394a022,O3,500.0,data/cross-sections/Ozone/O3/O3_Astholz(1982)_500K_220-320nm.csv
